Date,Cumulative probable cases,New probable cases,Cumulative recovered,New recovered,Cumulative isolated,New deaths,Source URL
2022-05-19,1978230,262270,1238000,213280,740160,1,https://kcnawatch.org/newstream/1652951538-586690173/spread-of-epidemic-and-result-of-treatment-informed
